Customer ID,Recency,Frequency,Monetary,Recency_Score,Frequency_Score,Monetary_Score,RF_Score,Segment
13874.0,139,6,1508.7,2,4,4,24,At Risk
13875.0,22,9,3027.58,4,5,5,45,Loyal Customers
13877.0,105,2,332.44,2,2,2,22,Hibernating
13878.0,182,3,1191.53,1,3,4,13,At Risk
13879.0,280,1,395.5,1,1,2,11,Hibernating
13880.0,2,5,1171.89,5,4,4,54,Champions
13881.0,10,23,28019.58,5,5,5,55,Champions
13883.0,38,10,3885.54,3,5,5,35,Loyal Customers
13884.0,11,5,1100.88,5,4,4,54,Champions
13888.0,39,5,1563.42,3,4,4,34,Loyal Customers
13889.0,17,5,1574.3300000000002,4,4,4,44,Loyal Customers
13890.0,9,4,1043.57,5,4,4,54,Champions
13891.0,13,3,863.56,5,3,3,53,Potential Loyalists
13892.0,112,2,634.68,2,2,3,22,Hibernating
13895.0,150,2,1415.45,2,2,4,22,Hibernating
13896.0,260,1,388.55,1,1,2,11,Hibernating
13897.0,73,2,849.56,2,2,3,22,Hibernating
13898.0,46,1,530.47,3,1,3,31,About to Sleep
13900.0,24,3,869.64,4,3,3,43,Potential Loyalists
13901.0,9,10,2809.14,5,5,5,55,Champions
13902.0,267,5,34095.26,1,4,5,14,At Risk
13903.0,35,1,165.45000000000002,4,1,1,41,Promising
13905.0,367,1,312.65,1,1,2,11,Hibernating
13906.0,44,1,42.0,3,1,1,31,About to Sleep
13907.0,326,1,136.8,1,1,1,11,Hibernating
13909.0,58,2,286.6,3,2,2,32,About to Sleep
13911.0,14,11,1654.08,5,5,4,55,Champions
13912.0,58,1,124.95,3,1,1,31,About to Sleep
13913.0,141,1,42.22,2,1,1,21,Hibernating
13915.0,29,1,70.80000000000001,4,1,1,41,Promising
13916.0,98,4,1275.81,2,4,4,24,At Risk
13919.0,59,2,975.87,3,2,3,32,About to Sleep
13920.0,66,4,1774.68,3,4,4,34,Loyal Customers
13921.0,37,4,730.7,3,4,3,34,Loyal Customers
13922.0,72,2,692.95,2,2,3,22,Hibernating
13927.0,72,1,359.27,2,1,2,21,Hibernating
13929.0,51,9,2651.45,3,5,5,35,Loyal Customers
13931.0,27,9,4019.85,4,5,5,45,Loyal Customers
13935.0,231,3,6116.92,1,3,5,13,At Risk
13936.0,17,2,563.08,4,2,3,42,Potential Loyalists
13937.0,37,1,721.28,3,1,3,31,About to Sleep
13939.0,66,4,992.41,3,4,4,34,Loyal Customers
13941.0,7,11,6009.34,5,5,5,55,Champions
13942.0,169,1,320.0,2,1,2,21,Hibernating
13943.0,212,1,246.54,1,1,1,11,Hibernating
13944.0,288,1,200.43,1,1,1,11,Hibernating
13945.0,29,2,854.15,4,2,3,42,Potential Loyalists
13946.0,11,3,1314.66,5,3,4,53,Potential Loyalists
13948.0,46,3,446.76,3,3,2,33,Need Attention
13952.0,15,12,9572.45,4,5,5,45,Loyal Customers
13953.0,44,5,3125.0,3,4,5,34,Loyal Customers
13955.0,10,1,222.21,5,1,1,51,New Customers
13957.0,52,3,458.25,3,3,2,33,Need Attention
13958.0,14,8,4709.2300000000005,5,5,5,55,Champions
13959.0,34,3,477.98,4,3,2,43,Potential Loyalists
13961.0,27,1,538.4,4,1,3,41,Promising
13962.0,70,1,193.25,3,1,1,31,About to Sleep
13963.0,2,14,2347.33,5,5,5,55,Champions
13964.0,22,2,438.9,4,2,2,42,Potential Loyalists
13965.0,111,3,996.61,2,3,4,23,At Risk
13966.0,70,1,390.86,3,1,2,31,About to Sleep
13967.0,31,1,85.6,4,1,1,41,Promising
13968.0,58,1,123.66,3,1,1,31,About to Sleep
13969.0,0,18,4311.93,5,5,5,55,Champions
13970.0,21,2,846.55,4,2,3,42,Potential Loyalists
13971.0,58,6,1909.31,3,4,4,34,Loyal Customers
13974.0,217,1,264.13,1,1,2,11,Hibernating
13975.0,28,6,2832.56,4,4,5,44,Loyal Customers
13976.0,141,3,834.38,2,3,3,23,At Risk
13977.0,46,1,519.8100000000001,3,1,3,31,About to Sleep
13979.0,28,6,2546.36,4,4,5,44,Loyal Customers
13980.0,74,4,599.78,2,4,3,24,At Risk
13981.0,50,1,331.14,3,1,2,31,About to Sleep
13982.0,0,6,2573.7799999999997,5,4,5,54,Champions
13983.0,1,10,4505.02,5,5,5,55,Champions
13984.0,1,8,1128.09,5,5,4,55,Champions
13985.0,9,7,2960.73,5,5,5,55,Champions
13987.0,14,2,682.54,5,2,3,52,Potential Loyalists
13988.0,18,2,609.84,4,2,3,42,Potential Loyalists
13989.0,99,3,759.98,2,3,3,23,At Risk
13992.0,15,2,142.7,4,2,1,42,Potential Loyalists
13993.0,14,10,3309.35,5,5,5,55,Champions
13995.0,14,9,2508.32,5,5,5,55,Champions
13996.0,21,2,895.76,4,2,3,42,Potential Loyalists
13997.0,154,3,382.31,2,3,2,23,At Risk
13998.0,81,3,566.7,2,3,3,23,At Risk
13999.0,9,17,5600.45,5,5,5,55,Champions
14000.0,49,4,1410.68,3,4,4,34,Loyal Customers
14001.0,8,7,2487.01,5,5,5,55,Champions
14003.0,367,1,209.41,1,1,1,11,Hibernating
14004.0,28,4,1675.81,4,4,4,44,Loyal Customers
14006.0,163,4,1234.48,2,4,4,24,At Risk
14007.0,147,1,79.48,2,1,1,21,Hibernating
14008.0,67,1,509.04,3,1,3,31,About to Sleep
14009.0,97,1,404.29999999999995,2,1,2,21,Hibernating
14010.0,200,2,445.15,1,2,2,12,Hibernating
14011.0,115,2,457.82,2,2,2,22,Hibernating
14013.0,15,2,611.55,4,2,3,42,Potential Loyalists
14014.0,11,2,1443.03,5,2,4,52,Potential Loyalists
14016.0,31,7,7062.2,4,5,5,45,Loyal Customers
14017.0,206,1,229.75,1,1,1,11,Hibernating
14018.0,280,1,367.15,1,1,2,11,Hibernating
14020.0,111,2,606.21,2,2,3,22,Hibernating
14021.0,9,4,1084.68,5,4,4,54,Champions
14022.0,121,1,352.15000000000003,2,1,2,21,Hibernating
14024.0,25,1,318.04,4,1,2,41,Promising
14025.0,99,8,4057.9,2,5,5,25,Cant Loose
14026.0,105,2,713.11,2,2,3,22,Hibernating
14028.0,185,3,10396.5,1,3,5,13,At Risk
14030.0,1,14,5902.2,5,5,5,55,Champions
14031.0,0,27,23712.31,5,5,5,55,Champions
14032.0,1,6,1874.68,5,4,4,54,Champions
14033.0,190,1,109.44,1,1,1,11,Hibernating
14035.0,41,4,1428.7,3,4,4,34,Loyal Customers
14037.0,113,4,689.75,2,4,3,24,At Risk
14038.0,32,2,1509.5,4,2,4,42,Potential Loyalists
14039.0,210,1,115.08000000000001,1,1,1,11,Hibernating
14040.0,21,23,9030.65,4,5,5,45,Loyal Customers
14042.0,360,1,431.98,1,1,2,11,Hibernating
14043.0,126,2,304.25,2,2,2,22,Hibernating
14044.0,53,6,2470.28,3,4,5,34,Loyal Customers
14045.0,8,13,9653.28,5,5,5,55,Champions
14047.0,7,10,2946.42,5,5,5,55,Champions
14048.0,17,2,338.76,4,2,2,42,Potential Loyalists
14049.0,22,9,7557.31,4,5,5,45,Loyal Customers
14051.0,1,15,6823.61,5,5,5,55,Champions
14052.0,25,1,255.45,4,1,2,41,Promising
14053.0,32,2,312.05,4,2,2,42,Potential Loyalists
14055.0,212,2,795.3199999999999,1,2,3,12,Hibernating
14057.0,16,5,2190.88,4,4,5,44,Loyal Customers
14058.0,97,2,469.19,2,2,2,22,Hibernating
14060.0,1,13,3378.66,5,5,5,55,Champions
14061.0,142,3,917.4300000000001,2,3,3,23,At Risk
14062.0,9,12,15139.35,5,5,5,55,Champions
14063.0,73,9,22710.2,2,5,5,25,Cant Loose
14064.0,65,10,1978.68,3,5,4,35,Loyal Customers
14065.0,24,3,891.02,4,3,3,43,Potential Loyalists
14068.0,238,3,1262.52,1,3,4,13,At Risk
14069.0,149,2,230.06,2,2,1,22,Hibernating
14070.0,319,1,326.55,1,1,2,11,Hibernating
14072.0,301,1,390.85,1,1,2,11,Hibernating
14074.0,258,1,219.4,1,1,1,11,Hibernating
14075.0,38,3,792.61,3,3,3,33,Need Attention
14077.0,30,1,115.66,4,1,1,41,Promising
14078.0,8,4,643.26,5,4,3,54,Champions
14079.0,317,1,243.63,1,1,1,11,Hibernating
14080.0,48,4,1070.08,3,4,4,34,Loyal Customers
14081.0,4,9,4435.58,5,5,5,55,Champions
14082.0,27,1,231.10999999999999,4,1,1,41,Promising
14083.0,6,3,388.83,5,3,2,53,Potential Loyalists
14084.0,147,1,150.5,2,1,1,21,Hibernating
14085.0,3,16,5656.43,5,5,5,55,Champions
14086.0,97,1,39.95,2,1,1,21,Hibernating
14087.0,39,2,651.8,3,2,3,32,About to Sleep
14088.0,41,3,13544.99,3,3,5,33,Need Attention
14091.0,289,2,9530.08,1,2,5,12,Hibernating
14092.0,9,10,3152.54,5,5,5,55,Champions
14094.0,74,1,335.22,2,1,2,21,Hibernating
14095.0,357,1,2.95,1,1,1,11,Hibernating
14097.0,116,2,422.86,2,2,2,22,Hibernating
14099.0,10,9,2661.54,5,5,5,55,Champions
14101.0,23,7,3985.14,4,5,5,45,Loyal Customers
14104.0,24,3,555.37,4,3,3,43,Potential Loyalists
14105.0,43,4,4722.6,3,4,5,34,Loyal Customers
14106.0,372,1,214.8,1,1,1,11,Hibernating
14107.0,83,4,2174.07,2,4,5,24,At Risk
14108.0,366,2,447.05,1,2,2,12,Hibernating
14110.0,70,21,7304.8,3,5,5,35,Loyal Customers
14112.0,86,6,2919.44,2,4,5,24,At Risk
14113.0,10,12,5252.1900000000005,5,5,5,55,Champions
14114.0,30,5,977.5600000000001,4,4,3,44,Loyal Customers
14115.0,136,2,622.67,2,2,3,22,Hibernating
14118.0,63,1,458.45,3,1,2,31,About to Sleep
14119.0,10,2,183.37,5,2,1,52,Potential Loyalists
14122.0,41,3,362.42,3,3,2,33,Need Attention
14123.0,368,1,436.18,1,1,2,11,Hibernating
14126.0,79,1,466.33,2,1,2,21,Hibernating
14127.0,15,3,1190.3700000000001,4,3,4,43,Potential Loyalists
14128.0,186,1,286.71,1,1,2,11,Hibernating
14129.0,34,4,1467.48,4,4,4,44,Loyal Customers
14130.0,10,3,1398.81,5,3,4,53,Potential Loyalists
14131.0,283,1,187.87,1,1,1,11,Hibernating
14133.0,368,1,305.5,1,1,2,11,Hibernating
14134.0,17,15,11123.35,4,5,5,45,Loyal Customers
14135.0,2,11,4953.61,5,5,5,55,Champions
14136.0,35,5,1570.81,4,4,4,44,Loyal Customers
14137.0,330,1,332.7,1,1,2,11,Hibernating
14139.0,125,3,670.98,2,3,3,23,At Risk
14142.0,8,2,671.34,5,2,3,52,Potential Loyalists
14144.0,121,1,30.6,2,1,1,21,Hibernating
14145.0,94,3,3857.85,2,3,5,23,At Risk
14146.0,18,7,5259.3,4,5,5,45,Loyal Customers
14147.0,23,7,2106.8,4,5,4,45,Loyal Customers
14148.0,49,1,309.09000000000003,3,1,2,31,About to Sleep
14151.0,308,2,679.45,1,2,3,12,Hibernating
14152.0,22,5,1376.05,4,4,4,44,Loyal Customers
14153.0,118,1,233.39999999999998,2,1,1,21,Hibernating
14154.0,16,6,5115.08,4,4,5,44,Loyal Customers
14156.0,6,102,196566.74,5,5,5,55,Champions
14157.0,24,3,569.9,4,3,3,43,Potential Loyalists
14159.0,14,9,3245.0,5,5,5,55,Champions
14160.0,245,7,8421.47,1,5,5,15,Cant Loose
14161.0,4,5,2208.36,5,4,5,54,Champions
14163.0,97,1,148.71,2,1,1,21,Hibernating
14166.0,140,2,256.85,2,2,2,22,Hibernating
14167.0,99,4,721.65,2,4,3,24,At Risk
14168.0,55,2,370.45,3,2,2,32,About to Sleep
14169.0,65,2,624.4300000000001,3,2,3,32,About to Sleep
14170.0,10,3,597.33,5,3,3,53,Potential Loyalists
14171.0,365,1,135.0,1,1,1,11,Hibernating
14172.0,240,3,402.72,1,3,2,13,At Risk
14173.0,276,2,135.16,1,2,1,12,Hibernating
14175.0,53,5,4456.58,3,4,5,34,Loyal Customers
14176.0,2,2,339.11,5,2,2,52,Potential Loyalists
14177.0,16,9,1669.93,4,5,4,45,Loyal Customers
14180.0,7,9,1570.73,5,5,4,55,Champions
14181.0,45,2,310.55,3,2,2,32,About to Sleep
14182.0,78,4,678.77,2,4,3,24,At Risk
14183.0,46,2,286.29,3,2,2,32,About to Sleep
14186.0,62,5,1550.6299999999999,3,4,4,34,Loyal Customers
14187.0,108,1,123.5,2,1,1,21,Hibernating
14189.0,3,2,1160.31,5,2,4,52,Potential Loyalists
14190.0,301,1,79.9,1,1,1,11,Hibernating
14191.0,29,2,132.9,4,2,1,42,Potential Loyalists
14192.0,23,1,293.74,4,1,2,41,Promising
14193.0,31,1,356.8,4,1,2,41,Promising
14194.0,27,15,7321.07,4,5,5,45,Loyal Customers
14195.0,74,4,1603.6,2,4,4,24,At Risk
14197.0,45,1,390.05,3,1,2,31,About to Sleep
14198.0,35,5,868.33,4,4,3,44,Loyal Customers
14199.0,58,3,906.3,3,3,3,33,Need Attention
14200.0,252,1,379.2,1,1,2,11,Hibernating
14201.0,44,3,446.1,3,3,2,33,Need Attention
14202.0,16,3,847.76,4,3,3,43,Potential Loyalists
14203.0,32,1,339.34,4,1,2,41,Promising
14204.0,57,3,901.9300000000001,3,3,3,33,Need Attention
14205.0,29,7,1947.5,4,5,4,45,Loyal Customers
14206.0,23,2,856.85,4,2,3,42,Potential Loyalists
14207.0,322,1,157.8,1,1,1,11,Hibernating
14208.0,186,1,415.31,1,1,2,11,Hibernating
14209.0,20,9,2919.84,4,5,5,45,Loyal Customers
14210.0,6,11,3955.6800000000003,5,5,5,55,Champions
14211.0,46,9,2161.19,3,5,5,35,Loyal Customers
14212.0,80,1,1119.66,2,1,4,21,Hibernating
14213.0,39,1,1192.2,3,1,4,31,About to Sleep
14215.0,3,4,1626.6100000000001,5,4,4,54,Champions
14216.0,49,1,310.74,3,1,2,31,About to Sleep
14217.0,1,7,1411.91,5,5,4,55,Champions
14219.0,44,2,543.89,3,2,3,32,About to Sleep
14220.0,202,2,882.5999999999999,1,2,3,12,Hibernating
14221.0,84,8,3084.69,2,5,5,25,Cant Loose
14224.0,25,5,847.78,4,4,3,44,Loyal Customers
14225.0,69,4,2037.02,3,4,4,34,Loyal Customers
14226.0,76,1,770.34,2,1,3,21,Hibernating
14227.0,49,5,3017.75,3,4,5,34,Loyal Customers
14228.0,72,3,745.5,2,3,3,23,At Risk
14229.0,38,4,1046.84,3,4,4,34,Loyal Customers
14230.0,70,3,979.8000000000001,3,3,3,33,Need Attention
14231.0,85,1,309.91,2,1,2,21,Hibernating
14233.0,100,3,1441.55,2,3,4,23,At Risk
14235.0,133,4,1573.1299999999999,2,4,4,24,At Risk
14236.0,7,4,1253.78,5,4,4,54,Champions
14237.0,8,2,471.14,5,2,2,52,Potential Loyalists
14238.0,297,2,287.38,1,2,2,12,Hibernating
14239.0,66,10,1882.3200000000002,3,5,4,35,Loyal Customers
14240.0,58,1,357.15000000000003,3,1,2,31,About to Sleep
14241.0,331,1,120.0,1,1,1,11,Hibernating
14243.0,0,8,4842.28,5,5,5,55,Champions
14244.0,295,1,366.41999999999996,1,1,2,11,Hibernating
14247.0,39,4,635.89,3,4,3,34,Loyal Customers
14248.0,94,2,730.37,2,2,3,22,Hibernating
14249.0,45,12,5625.461,3,5,5,35,Loyal Customers
14252.0,16,1,350.99,4,1,2,41,Promising
14253.0,128,2,363.40000000000003,2,2,2,22,Hibernating
14254.0,67,1,601.03,3,1,3,31,About to Sleep
14255.0,181,1,1000.63,1,1,4,11,Hibernating
14256.0,126,3,1504.93,2,3,4,23,At Risk
14257.0,15,4,2854.73,4,4,5,44,Loyal Customers
14258.0,30,16,19381.36,4,5,5,45,Loyal Customers
14260.0,106,3,824.28,2,3,3,23,At Risk
14263.0,58,1,322.93,3,1,2,31,About to Sleep
14264.0,14,4,1183.39,5,4,4,54,Champions
14265.0,99,2,843.17,2,2,3,22,Hibernating
14266.0,63,1,40.56,3,1,1,31,About to Sleep
14268.0,105,1,354.85,2,1,2,21,Hibernating
14269.0,74,1,295.73,2,1,2,21,Hibernating
14271.0,44,1,106.81,3,1,1,31,About to Sleep
14272.0,197,2,482.85,1,2,2,12,Hibernating
14274.0,321,1,256.6,1,1,2,11,Hibernating
14275.0,30,6,1189.3799999999999,4,4,4,44,Loyal Customers
14276.0,42,4,982.9399999999999,3,4,3,34,Loyal Customers
14277.0,46,6,13009.61,3,4,5,34,Loyal Customers
14278.0,44,1,205.83,3,1,1,31,About to Sleep
14279.0,155,2,191.86,2,2,1,22,Hibernating
14281.0,43,1,245.15,3,1,1,31,About to Sleep
14282.0,2,11,4120.32,5,5,5,55,Champions
14283.0,98,4,628.4399999999999,2,4,3,24,At Risk
14284.0,288,1,704.4,1,1,3,11,Hibernating
14285.0,148,4,1374.41,2,4,4,24,At Risk
14286.0,39,4,3851.01,3,4,5,34,Loyal Customers
14290.0,48,3,2201.91,3,3,5,33,Need Attention
14291.0,15,12,4020.85,4,5,5,45,Loyal Customers
14292.0,45,7,4354.32,3,5,5,35,Loyal Customers
14293.0,3,6,2221.37,5,4,5,54,Champions
14294.0,42,1,375.34000000000003,3,1,2,31,About to Sleep
14295.0,73,4,2196.71,2,4,5,24,At Risk
14296.0,56,2,456.4,3,2,2,32,About to Sleep
14298.0,10,38,39667.19,5,5,5,55,Champions
14299.0,0,19,10533.87,5,5,5,55,Champions
14301.0,51,3,1352.04,3,3,4,33,Need Attention
14302.0,65,3,742.9000000000001,3,3,3,33,Need Attention
14303.0,42,2,277.94,3,2,2,32,About to Sleep
14304.0,14,2,1341.56,5,2,4,52,Potential Loyalists
14306.0,13,4,1058.0800000000002,5,4,4,54,Champions
14307.0,8,5,2075.31,5,4,4,54,Champions
14308.0,184,2,1147.02,1,2,4,12,Hibernating
14309.0,48,2,1428.28,3,2,4,32,About to Sleep
14310.0,67,1,492.1,3,1,2,31,About to Sleep
14311.0,202,1,206.19,1,1,1,11,Hibernating
14312.0,13,5,1478.7,5,4,4,54,Champions
14314.0,65,1,109.8,3,1,1,31,About to Sleep
14315.0,199,2,716.69,1,2,3,12,Hibernating
14316.0,57,5,1370.34,3,4,4,34,Loyal Customers
14318.0,95,1,158.02,2,1,1,21,Hibernating
14319.0,59,1,494.85,3,1,2,31,About to Sleep
14320.0,181,3,868.96,1,3,3,13,At Risk
14321.0,66,2,687.31,3,2,3,32,About to Sleep
14322.0,64,4,474.1,3,4,2,34,Loyal Customers
14324.0,44,2,701.61,3,2,3,32,About to Sleep
14325.0,204,1,245.48000000000002,1,1,1,11,Hibernating
14326.0,98,2,757.13,2,2,3,22,Hibernating
14327.0,17,5,1583.28,4,4,4,44,Loyal Customers
14328.0,73,1,445.05,2,1,2,21,Hibernating
14329.0,10,8,4912.38,5,5,5,55,Champions
14330.0,258,1,200.63,1,1,1,11,Hibernating
14332.0,16,2,1077.2,4,2,4,42,Potential Loyalists
14334.0,60,4,1766.27,3,4,4,34,Loyal Customers
14338.0,171,1,339.88,2,1,2,21,Hibernating
14339.0,63,1,310.75,3,1,2,31,About to Sleep
14341.0,55,10,2285.04,3,5,5,35,Loyal Customers
14342.0,67,2,249.88,3,2,1,32,About to Sleep
14343.0,56,4,1088.91,3,4,4,34,Loyal Customers
14344.0,2,14,2443.77,5,5,5,55,Champions
14346.0,60,3,1294.17,3,3,4,33,Need Attention
14347.0,371,1,82.60000000000001,1,1,1,11,Hibernating
14350.0,15,2,689.1,4,2,3,42,Potential Loyalists
14353.0,45,2,285.9,3,2,2,32,About to Sleep
14355.0,0,3,840.05,5,3,3,53,Potential Loyalists
14358.0,24,2,400.06,4,2,2,42,Potential Loyalists
14361.0,213,1,214.70999999999998,1,1,1,11,Hibernating
14363.0,37,2,227.47000000000003,3,2,1,32,About to Sleep
14365.0,29,2,634.68,4,2,3,42,Potential Loyalists
14366.0,160,1,136.0,2,1,1,21,Hibernating
14369.0,277,2,469.13,1,2,2,12,Hibernating
14370.0,85,6,1175.78,2,4,4,24,At Risk
14372.0,78,2,860.08,2,2,3,22,Hibernating
14374.0,176,1,108.0,1,1,1,11,Hibernating
14375.0,85,2,875.31,2,2,3,22,Hibernating
14376.0,318,1,215.46,1,1,1,11,Hibernating
14378.0,256,1,131.25,1,1,1,11,Hibernating
14379.0,28,2,920.81,4,2,3,42,Potential Loyalists
14380.0,317,1,48.96,1,1,1,11,Hibernating
14381.0,86,1,428.66,2,1,2,21,Hibernating
14382.0,25,1,620.73,4,1,3,41,Promising
14384.0,135,1,58.5,2,1,1,21,Hibernating
14388.0,7,9,3488.16,5,5,5,55,Champions
14389.0,59,3,854.55,3,3,3,33,Need Attention
14390.0,7,5,1747.01,5,4,4,54,Champions
14391.0,211,1,135.6,1,1,1,11,Hibernating
14392.0,67,1,266.4,3,1,2,31,About to Sleep
14394.0,199,1,93.8,1,1,1,11,Hibernating
14395.0,7,12,4700.3,5,5,5,55,Champions
14396.0,6,6,1633.94,5,4,4,54,Champions
14398.0,36,2,707.79,3,2,3,32,About to Sleep
14399.0,29,8,2113.16,4,5,4,45,Loyal Customers
14400.0,43,2,1157.77,3,2,4,32,About to Sleep
14401.0,59,9,2744.42,3,5,5,35,Loyal Customers
14402.0,287,1,285.6,1,1,2,11,Hibernating
14403.0,224,2,404.7,1,2,2,12,Hibernating
14404.0,4,8,1424.79,5,5,4,55,Champions
14405.0,21,1,195.0,4,1,1,41,Promising
14408.0,106,4,1503.24,2,4,4,24,At Risk
14409.0,3,5,1696.64,5,4,4,54,Champions
14410.0,11,2,1546.07,5,2,4,52,Potential Loyalists
14412.0,59,1,656.16,3,1,3,31,About to Sleep
14413.0,45,3,647.67,3,3,3,33,Need Attention
14414.0,9,1,902.35,5,1,3,51,New Customers
14415.0,14,10,6191.32,5,5,5,55,Champions
14417.0,22,1,604.2,4,1,3,41,Promising
14419.0,17,1,202.85,4,1,1,41,Promising
14420.0,31,3,1251.65,4,3,4,43,Potential Loyalists
14421.0,147,4,1656.26,2,4,4,24,At Risk
14422.0,9,13,6007.88,5,5,5,55,Champions
14423.0,72,2,651.4100000000001,2,2,3,22,Hibernating
14425.0,69,3,661.39,3,3,3,33,Need Attention
14426.0,38,7,7246.27,3,5,5,35,Loyal Customers
14427.0,129,2,900.1800000000001,2,2,3,22,Hibernating
14429.0,38,1,516.28,3,1,3,31,About to Sleep
14430.0,146,3,1220.9,2,3,4,23,At Risk
14431.0,14,3,2143.84,5,3,4,53,Potential Loyalists
14433.0,100,1,289.6,2,1,2,21,Hibernating
14435.0,136,1,90.42,2,1,1,21,Hibernating
14436.0,188,1,182.64,1,1,1,11,Hibernating
14437.0,0,5,895.84,5,4,3,54,Champions
14439.0,78,4,6781.8,2,4,5,24,At Risk
14440.0,0,9,4281.05,5,5,5,55,Champions
14441.0,9,7,2898.8,5,5,5,55,Champions
14442.0,49,5,3777.2,3,4,5,34,Loyal Customers
14443.0,3,2,966.27,5,2,3,52,Potential Loyalists
14444.0,91,1,132.04,2,1,1,21,Hibernating
14445.0,90,1,221.65,2,1,1,21,Hibernating
14446.0,21,1,201.73,4,1,1,41,Promising
14447.0,35,1,548.5,4,1,3,41,Promising
14449.0,7,5,1575.7,5,4,4,54,Champions
14450.0,14,4,645.19,5,4,3,54,Champions
14451.0,24,10,2646.18,4,5,5,45,Loyal Customers
14452.0,30,2,401.15,4,2,2,42,Potential Loyalists
14454.0,11,5,977.3000000000001,5,4,3,54,Champions
14455.0,67,4,628.21,3,4,3,34,Loyal Customers
14458.0,15,1,237.42,4,1,1,41,Promising
14459.0,286,1,3537.821,1,1,5,11,Hibernating
14460.0,31,6,659.16,4,4,3,44,Loyal Customers
14461.0,17,10,4610.44,4,5,5,45,Loyal Customers
14462.0,67,1,265.99,3,1,2,31,About to Sleep
14463.0,134,1,256.95,2,1,2,21,Hibernating
14464.0,203,2,111.0,1,2,1,12,Hibernating
14465.0,63,8,2887.41,3,5,5,35,Loyal Customers
14466.0,7,7,2374.5,5,5,5,55,Champions
14467.0,24,8,1622.23,4,5,4,45,Loyal Customers
14468.0,368,1,204.24,1,1,1,11,Hibernating
14469.0,51,4,2112.21,3,4,4,34,Loyal Customers
14470.0,65,1,250.85,3,1,1,31,About to Sleep
14471.0,226,2,400.95,1,2,2,12,Hibernating
14472.0,324,1,291.38,1,1,2,11,Hibernating
14474.0,214,1,730.42,1,1,3,11,Hibernating
14475.0,43,1,225.3,3,1,1,31,About to Sleep
14477.0,71,3,660.0,2,3,3,23,At Risk
14478.0,17,4,1276.66,4,4,4,44,Loyal Customers
14479.0,0,3,982.86,5,3,3,53,Potential Loyalists
14480.0,37,3,1020.47,3,3,4,33,Need Attention
14481.0,42,3,1674.98,3,3,4,33,Need Attention
14482.0,14,6,2289.76,5,4,5,54,Champions
14483.0,371,1,120.0,1,1,1,11,Hibernating
14484.0,36,3,749.0600000000001,3,3,3,33,Need Attention
14486.0,146,2,175.5,2,2,1,22,Hibernating
14487.0,3,2,257.28000000000003,5,2,2,52,Potential Loyalists
14489.0,72,3,1111.55,2,3,4,23,At Risk
14490.0,41,2,1273.47,3,2,4,32,About to Sleep
14491.0,7,1,127.2,5,1,1,51,New Customers
14492.0,65,7,1921.91,3,5,4,35,Loyal Customers
14493.0,25,5,2746.91,4,4,5,44,Loyal Customers
14494.0,36,2,261.9,3,2,2,32,About to Sleep
14495.0,294,1,51.0,1,1,1,11,Hibernating
14496.0,8,6,2129.42,5,4,4,54,Champions
14497.0,308,1,221.69,1,1,1,11,Hibernating
14498.0,36,5,1953.95,3,4,4,34,Loyal Customers
14499.0,9,4,1323.65,5,4,4,54,Champions
14505.0,39,11,6096.2,3,5,5,35,Loyal Customers
14506.0,4,3,1278.5,5,3,4,53,Potential Loyalists
14507.0,13,5,1901.25,5,4,4,54,Champions
14508.0,11,3,598.52,5,3,3,53,Potential Loyalists
14509.0,169,1,110.95,2,1,1,21,Hibernating
14510.0,10,3,1007.28,5,3,4,53,Potential Loyalists
14512.0,18,5,948.19,4,4,3,44,Loyal Customers
14513.0,71,3,332.42,2,3,2,23,At Risk
14514.0,71,6,3543.63,2,4,5,24,At Risk
14515.0,22,6,1647.17,4,4,4,44,Loyal Customers
14516.0,151,1,163.92,2,1,1,21,Hibernating
14519.0,318,2,206.09,1,2,1,12,Hibernating
14521.0,126,1,199.45000000000002,2,1,1,21,Hibernating
14522.0,230,4,784.08,1,4,3,14,At Risk
14524.0,44,4,1066.03,3,4,4,34,Loyal Customers
14525.0,63,8,3908.44,3,5,5,35,Loyal Customers
14526.0,24,1,262.4,4,1,2,41,Promising
14527.0,0,69,19283.48,5,5,5,55,Champions
14530.0,31,10,3271.4900000000002,4,5,5,45,Loyal Customers
14531.0,114,1,376.34,2,1,2,21,Hibernating
14532.0,46,7,2926.33,3,5,5,35,Loyal Customers
14533.0,42,4,1516.65,3,4,4,34,Loyal Customers
14534.0,32,8,1824.06,4,5,4,45,Loyal Customers
14535.0,30,6,3166.54,4,4,5,44,Loyal Customers
14537.0,258,1,285.84,1,1,2,11,Hibernating
14538.0,165,3,982.59,2,3,3,23,At Risk
14540.0,14,8,2799.08,5,5,5,55,Champions
14541.0,51,6,1038.03,3,4,4,34,Loyal Customers
14543.0,15,23,11276.44,4,5,5,45,Loyal Customers
14544.0,105,1,957.98,2,1,3,21,Hibernating
14545.0,309,1,349.25,1,1,2,11,Hibernating
14546.0,11,6,2619.81,5,4,5,54,Champions
14548.0,119,7,1974.69,2,5,4,25,Cant Loose
14549.0,55,3,627.3100000000001,3,3,3,33,Need Attention
14550.0,23,2,587.69,4,2,3,42,Potential Loyalists
14551.0,46,5,693.8100000000001,3,4,3,34,Loyal Customers
14552.0,15,2,346.21,4,2,2,42,Potential Loyalists
14553.0,46,4,982.27,3,4,3,34,Loyal Customers
